"Id","Role","Company Name","Location","Intern Type","Skills","Opening","Duration_Months","Stipend_Num","Posted_On","Required_Qualification","Industry_Sector","Work_Arrangement","Job Description"
"MCA060","QA Tester","LogicLoop","Pune","Full-time","Selenium|Python|JIRA","2","3","18000","2025-09-09","B.Tech","IT & Software","In-Office","LogicLoop in Pune is hiring a QA Tester Intern. You will be responsible for creating and executing automated tests with Selenium and Python. Responsibilities: - Develop automation scripts for regression testing. - Log and track issues in JIRA. - Work with developers to ensure quality. Requirements: - Knowledge of Selenium and Python. Enrolled in a B.Tech program. This is a 3-month, full-time internship."
"MCA061","UI/UX Designer","PixelPerfect Designs","Bangalore","Full-time","Figma|Adobe XD|User Research","3","6","22000","2025-09-06","Any Graduate","Design","Hybrid","PixelPerfect Designs in Bangalore is looking for a creative UI/UX Designer Intern (Hybrid). You will be involved in the design process from concept to final hand-off. Responsibilities: - Create wireframes, mockups, and prototypes using Figma and Adobe XD. - Conduct user research and usability testing. - Collaborate with product managers and engineers. Requirements: - A strong portfolio showcasing your design skills in Figma and Adobe XD. Open to any graduate. This is a 6-month, full-time role."
"MCA062","UI/UX Designer","Creative Minds","Remote","Full-time","Sketch|InVision|Wireframing","2","3","20000","2025-08-29","Any Graduate","Design","Work from Home","Creative Minds has a remote UI/UX Designer Internship opening. You will work on creating intuitive and engaging user experiences. Responsibilities: - Design user flows and wireframes. - Create interactive prototypes using Sketch and InVision. - Contribute to our design system. Requirements: - Experience with Sketch, InVision, and wireframing. A portfolio is required. Open to any graduate. This is a 3-month, remote internship."
"MCA063","UI/UX Designer","UI Masters","Pune","Full-time","Figma|Prototyping|UI Design","2","6","24000","2025-09-02","Any Graduate","Design","In-Office","UI Masters in Pune is seeking a UI/UX Designer Intern. You will focus on creating visually appealing and user-friendly interfaces. Responsibilities: - Design high-fidelity mockups and prototypes in Figma. - Focus on visual design, typography, and color theory. - Work closely with frontend developers. Requirements: - Proficiency in Figma and strong UI design skills. A portfolio is required. Open to any graduate. This is a 6-month, full-time internship."
"MCA064","UI/UX Designer","Innovatech Solutions","Lucknow","Full-time","Adobe XD|Canva|Wireframing","4","3","15000","2025-08-26","Any Graduate","Design","In-Office","Innovatech Solutions in Lucknow is looking for a UI/UX Designer Intern. This role is a great opportunity to learn the fundamentals of design. Responsibilities: - Create simple wireframes and mockups using Adobe XD. - Design graphics for social media using Canva. - Assist the senior design team. Requirements: - Familiarity with Adobe XD and Canva. A portfolio is a plus. Open to any graduate. This is a 3-month, full-time internship."
"MCA065","UI/UX Designer","WebWeavers","Remote","Full-time","Figma|User Journey Mapping","3","6","21000","2025-09-11","Any Graduate","Design","Work from Home","WebWeavers offers a remote UI/UX Designer Internship. You will focus on understanding user needs and mapping their journey. Responsibilities: - Create user personas and journey maps. - Design wireframes and prototypes in Figma. - Analyze user feedback to iterate on designs. Requirements: - Experience with Figma and user journey mapping. A portfolio is required. Open to any graduate. This is a 6-month, remote role."
"MCA066","UI/UX Designer","PixelPerfect Designs","Delhi","Full-time","Sketch|Zeplin|UI Design","2","3","23000","2025-08-21","Any Graduate","Design","In-Office","PixelPerfect Designs in Delhi is hiring a UI/UX Designer Intern. You will work on creating and handing off designs to developers. Responsibilities: - Design interfaces in Sketch. - Prepare and export assets for developers using Zeplin. - Maintain consistency in visual design. Requirements: - Proficiency in Sketch and Zeplin. A portfolio is required. Open to any graduate. This is a 3-month, full-time internship."
"MCA067","UI/UX Designer","Creative Minds","Bangalore","Part-time","Figma|Adobe Illustrator","2","6","18000","2025-09-04","Any Graduate","Design","Hybrid","Creative Minds in Bangalore has a part-time UI/UX Designer Internship (Hybrid). This role is ideal for students wanting to build their portfolio. Responsibilities: - Assist in creating UI components in Figma. - Create illustrations and icons using Adobe Illustrator. - Support the design team with various tasks. Requirements: - Knowledge of Figma and Adobe Illustrator. A portfolio is required. Open to any graduate. This is a 6-month, part-time role."
"MCA068","UI/UX Designer","UI Masters","Remote","Full-time","Adobe XD|Prototyping","3","3","20000","2025-08-27","Any Graduate","Design","Work from Home","UI Masters has a remote UI/UX Designer Internship focused on prototyping. You will bring static designs to life. Responsibilities: - Create interactive prototypes using Adobe XD. - Test and validate design concepts with users. - Communicate design ideas effectively. Requirements: - Strong prototyping skills in Adobe XD. A portfolio is required. Open to any graduate. This is a 3-month, remote internship."
"MCA069","UI/UX Designer","LogicLoop","Lucknow","Full-time","Figma|Canva","5","2","14000","2025-09-09","Any Graduate","Design","In-Office","LogicLoop in Lucknow is looking for a UI/UX Designer Intern. You will work on a variety of design tasks for web and marketing. Responsibilities: - Design web page layouts in Figma. - Create marketing materials using Canva. - Collaborate with the marketing and development teams. Requirements: - Basic skills in Figma and Canva. A portfolio is a plus. Open to any graduate. This is a 2-month, full-time internship."
"MCA070","UI/UX Designer","Innovatech Solutions","Hyderabad","Full-time","Figma|User Research","2","6","22000","2025-08-31","Any Graduate","Design","In-Office","Innovatech Solutions in Hyderabad is seeking a UI/UX Designer Intern. This role has a strong focus on user research to inform design decisions. Responsibilities: - Conduct surveys, interviews, and other research activities. - Synthesize research findings into actionable insights. - Create data-driven designs in Figma. Requirements: - Interest in user research and experience with Figma. A portfolio is required. Open to any graduate. This is a 6-month, full-time internship."
"MCA071","IT Support","TechSupport Heroes","Delhi","Full-time","Troubleshooting|Networking|Windows OS","5","3","14000","2025-09-08","Any Graduate","IT & Software","In-Office","TechSupport Heroes in Delhi is looking for an IT Support Intern. You will be the first point of contact for technical issues. Responsibilities: - Provide technical assistance and support for incoming queries. - Troubleshoot hardware and software issues. - Manage user accounts and permissions. Requirements: - Strong problem-solving skills and knowledge of Windows OS and basic networking. Open to any graduate. This is a 3-month, full-time internship."
"MCA072","IT Support","SolveIT","Remote","Full-time","Helpdesk|Active Directory|Customer Service","4","6","16000","2025-09-01","Any Graduate","IT & Software","Work from Home","SolveIT offers a remote IT Support Internship. You will provide technical support to our employees and clients via remote tools. Responsibilities: - Respond to helpdesk tickets in a timely manner. - Assist with user account management in Active Directory. - Deliver excellent customer service. Requirements: - Good communication skills and familiarity with helpdesk software. Open to any graduate. This is a 6-month, remote role."
"MCA073","IT Support","Innovatech Solutions","Lucknow","Full-time","Hardware|Software Installation","6","3","10000","2025-08-24","Any Graduate","IT & Software","In-Office","Innovatech Solutions in Lucknow is hiring an IT Support Intern. This hands-on role involves setting up and maintaining computer systems. Responsibilities: - Install and configure computer hardware and software. - Perform routine maintenance and upgrades. - Troubleshoot system and network problems. Requirements: - Hands-on experience with hardware and software installation. Open to any graduate. This is a 3-month, full-time internship."
"MCA074","IT Support","Quantum Systems","Pune","Full-time","Linux|Networking|Troubleshooting","3","6","18000","2025-09-03","B.Tech","IT & Software","In-Office","Quantum Systems in Pune is seeking an IT Support Intern with a focus on Linux and networking. Responsibilities: - Provide support for Linux-based systems. - Troubleshoot network connectivity issues. - Assist the IT team with infrastructure projects. Requirements: - Knowledge of Linux, networking concepts, and troubleshooting. Pursuing a B.Tech. This is a 6-month, full-time internship."
"MCA075","IT Support","TechSupport Heroes","Remote","Full-time","Customer Support|Zendesk","4","3","15000","2025-08-28","Any Graduate","IT & Software","Work from Home","TechSupport Heroes has a remote IT Support Internship opening. This role is focused on customer support using our helpdesk platform. Responsibilities: - Manage and resolve customer issues through Zendesk. - Escalate complex problems to senior team members. - Maintain a positive and professional attitude. Requirements: - Excellent customer support skills. Experience with Zendesk is a plus. Open to any graduate. This is a 3-month, remote role."
"MCA076","IT Support","Cybernetic Corp","Bangalore","Full-time","Networking|Security|Windows Server","2","6","20000","2025-09-06","B.Tech","IT & Software","Hybrid","Cybernetic Corp in Bangalore is looking for an IT Support Intern (Hybrid) with an interest in networking and security. Responsibilities: - Assist in managing our network infrastructure. - Help implement security policies and procedures. - Provide support for Windows Server environments. Requirements: - Understanding of networking, security principles, and Windows Server. Pursuing a B.Tech. This is a 6-month, full-time role."
"MCA077","IT Support","SolveIT","Lucknow","Full-time","Troubleshooting|Customer Service","5","2","11000","2025-08-30","Any Graduate","IT & Software","In-Office","SolveIT in Lucknow is hiring an IT Support Intern. You will be helping our employees with their day-to-day technical problems. Responsibilities: - Diagnose and resolve technical hardware and software issues. - Provide excellent customer service to employees. - Document support activities. Requirements: - Good troubleshooting and customer service skills. Open to any graduate. This is a 2-month, full-time internship."
"MCA078","IT Support","TechGenix","Hyderabad","Full-time","Helpdesk|Windows OS|Hardware","4","3","16000","2025-09-05","Any Graduate","IT & Software","In-Office","TechGenix in Hyderabad is seeking an IT Support Intern. This role covers all aspects of first-level technical support. Responsibilities: - Respond to helpdesk requests. - Support users with Windows OS issues. - Troubleshoot hardware problems like printers and laptops. Requirements: - General knowledge of IT support, including Windows OS and hardware. Open to any graduate. This is a 3-month, full-time internship."
"MCA079","IT Support","TechSupport Heroes","Remote","Part-time","Troubleshooting|Communication","3","6","12000","2025-08-20","Any Graduate","IT & Software","Work from Home","TechSupport Heroes offers a remote, part-time IT Support Internship. This is a flexible role for students who want to gain practical experience. Responsibilities: - Assist users with technical issues via chat and email. - Escalate problems as needed. - Maintain clear communication with users. Requirements: - Strong communication and basic troubleshooting skills. Open to any graduate. This is a 6-month, part-time role."
"MCA080","IT Support","Innovatech Solutions","Delhi","Full-time","Active Directory|Networking","2","3","17000","2025-09-12","B.Tech","IT & Software","In-Office","Innovatech Solutions in Delhi is looking for an IT Support Intern. You will assist our IT administrators with user and network management. Responsibilities: - Manage user accounts and groups in Active Directory. - Assist with basic network configuration and troubleshooting. - Support the IT infrastructure team. Requirements: - Familiarity with Active Directory and networking fundamentals. Pursuing a B.Tech. This is a 3-month, full-time internship."
"MCA081","Data Analyst","DataSphere Analytics","Bangalore","Full-time","SQL|Excel|Tableau|Python","3","6","25000","2025-09-07","B.Tech","Data Science","Hybrid","DataSphere Analytics in Bangalore is seeking a Data Analyst Intern (Hybrid). You will turn data into actionable insights using a variety of tools. Responsibilities: - Write complex SQL queries to extract data. - Analyze data and create reports in Excel. - Build interactive dashboards with Tableau. - Use Python for data cleaning and analysis. Requirements: - Proficiency in SQL, Excel, Tableau, and Python. Pursuing a B.Tech. This is a 6-month, full-time role."
"MCA082","Data Analyst","Insightful Data","Remote","Full-time","Python|Pandas|SQL|Power BI","4","3","22000","2025-08-29","B.Tech","Data Science","Work from Home","Insightful Data has a remote Data Analyst Internship. You will work with data from various sources to support business decisions. Responsibilities: - Clean, manipulate, and analyze data using Python and Pandas. - Extract data from databases using SQL. - Create visualizations and reports with Power BI. Requirements: - Strong skills in Python, Pandas, SQL, and Power BI. Enrolled in a B.Tech program. This is a 3-month, remote internship."
"MCA083","Data Analyst","Quantum Systems","Pune","Full-time","SQL|Excel|Statistics","2","6","24000","2025-09-03","B.Tech","Data Science","In-Office","Quantum Systems in Pune is hiring a Data Analyst Intern. This role combines technical skills with statistical analysis. Responsibilities: - Query and analyze data using SQL. - Perform statistical analysis and create reports in Excel. - Present findings to stakeholders. Requirements: - Excellent SQL and Excel skills, with a good understanding of statistics. Pursuing a B.Tech. This is a 6-month, full-time internship."
"MCA084","Data Analyst","LogicLoop","Lucknow","Full-time","Excel|SQL","5","3","15000","2025-08-25","Any Graduate","Data Science","In-Office","LogicLoop in Lucknow is looking for a Data Analyst Intern. This entry-level role is perfect for someone starting their career in data. Responsibilities: - Collect and interpret data using Excel. - Write basic SQL queries to retrieve information. - Prepare reports for management. Requirements: - Proficiency in Excel and a basic understanding of SQL. Open to any graduate. This is a 3-month, full-time internship."
"MCA085","Data Analyst","DataSphere Analytics","Remote","Full-time","Python|Pandas|Matplotlib","3","6","23000","2025-09-10","B.Tech","Data Science","Work from Home","DataSphere Analytics offers a remote Data Analyst Internship. You will use Python to dive deep into datasets and uncover trends. Responsibilities: - Perform data analysis and manipulation with Python and Pandas. - Create charts and plots for data visualization using Matplotlib. - Communicate insights from your analysis. Requirements: - Strong Python skills, particularly with Pandas and Matplotlib. Enrolled in a B.Tech program. This is a 6-month, remote role."
"MCA086","Data Analyst","Innovatech Solutions","Hyderabad","Full-time","SQL|Tableau|Data Visualization","2","3","25000","2025-08-22","B.Tech","Data Science","In-Office","Innovatech Solutions in Hyderabad is seeking a Data Analyst Intern. This role focuses on data visualization and storytelling. Responsibilities: - Extract and prepare data using SQL. - Design and build compelling dashboards in Tableau. - Present data stories to non-technical audiences. Requirements: - Proficiency in SQL and Tableau, with a passion for data visualization. Pursuing a B.Tech. This is a 3-month, full-time internship."
"MCA087","Data Analyst","Insightful Data","Lucknow","Full-time","Excel|Power BI","4","2","14000","2025-09-01","Any Graduate","Data Science","In-Office","Insightful Data in Lucknow is hiring a Data Analyst Intern. You will work with Microsoft tools to analyze business data. Responsibilities: - Analyze data and create pivot tables and charts in Excel. - Develop interactive reports and dashboards using Power BI. - Support the business with ad-hoc analysis. Requirements: - Strong skills in Excel and Power BI. Open to any graduate. This is a 2-month, full-time internship."
"MCA088","Data Analyst","DataWeave Inc","Bangalore","Full-time","Python|SQL|Looker","2","6","28000","2025-08-26","B.Tech","Data Science","Hybrid","DataWeave Inc in Bangalore is looking for a Data Analyst Intern (Hybrid). You will work with our modern data stack. Responsibilities: - Use Python and SQL for complex data analysis. - Build and maintain dashboards in Looker. - Work with large datasets. Requirements: - Experience with Python, SQL, and a BI tool like Looker. Enrolled in a B.Tech program. This is a 6-month, full-time role."
"MCA089","Data Analyst","Quantum Systems","Remote","Part-time","SQL|Excel|Google Sheets","3","6","18000","2025-09-08","Any Graduate","Data Science","Work from Home","Quantum Systems has a remote, part-time Data Analyst Internship. This is a flexible opportunity to gain practical data skills. Responsibilities: - Gather and analyze data from various sources. - Create reports and dashboards using Excel and Google Sheets. - Write SQL queries to support analysis. Requirements: - Proficiency in SQL, Excel, and Google Sheets. Open to any graduate. This is a 6-month, part-time role."
"MCA090","Data Analyst","DataSphere Analytics","Delhi","Full-time","Python|Pandas|Tableau","2","3","26000","2025-08-31","B.Tech","Data Science","In-Office","DataSphere Analytics in Delhi is seeking a Data Analyst Intern. You will use a combination of programming and visualization tools. Responsibilities: - Perform data wrangling with Python and Pandas. - Build insightful dashboards in Tableau. - Work on projects that impact business strategy. Requirements: - Strong skills in Python, Pandas, and Tableau. Pursuing a B.Tech. This is a 3-month, full-time internship."
"MCA091","Data Scientist","AI Labs","Bangalore","Full-time","Python|TensorFlow|Scikit-learn|SQL","2","6","35000","2025-09-09","M.Tech","Data Science","Hybrid","AI Labs in Bangalore is seeking a Data Scientist Intern (Hybrid). You will work on cutting-edge machine learning projects. Responsibilities: - Develop and train machine learning models using TensorFlow and Scikit-learn. - Extract and preprocess data using Python and SQL. - Research and implement new algorithms. Requirements: - Strong background in machine learning, Python, TensorFlow, and Scikit-learn. Pursuing an M.Tech. This is a 6-month, full-time role."
"MCA092","Data Scientist","Predictive Models","Remote","Full-time","Python|PyTorch|Pandas|NLP","3","6","32000","2025-09-01","M.Tech","Data Science","Work from Home","Predictive Models has a remote Data Scientist Internship focused on Natural Language Processing (NLP). Responsibilities: - Build NLP models using Python and PyTorch. - Process and analyze text data with Pandas. - Work on tasks like text classification and sentiment analysis. Requirements: - Experience with Python, PyTorch, Pandas, and NLP concepts. Enrolled in an M.Tech program. This is a 6-month, remote internship."
"MCA093","Data Scientist","Quantum Systems","Pune","Full-time","Machine Learning|Statistics|R","2","6","34000","2025-08-27","M.Tech","Data Science","In-Office","Quantum Systems in Pune is hiring a Data Scientist Intern. This role emphasizes the statistical foundations of machine learning. Responsibilities: - Apply statistical methods to analyze data. - Build machine learning models, potentially using R. - Validate and test model performance. Requirements: - Strong foundation in machine learning and statistics. Knowledge of R is a plus. Pursuing an M.Tech. This is a 6-month, full-time internship."
"MCA094","Data Scientist","DataWeave Inc","Hyderabad","Full-time","Python|Scikit-learn|SQL","2","3","35000","2025-09-04","B.Tech","Data Science","In-Office","DataWeave Inc in Hyderabad is looking for a Data Scientist Intern. You will work on building and deploying predictive models. Responsibilities: - Use Scikit-learn to build classification and regression models. - Query data warehouses using SQL. - Preprocess data for modeling. Requirements: - Proficiency in Python, Scikit-learn, and SQL. Open to B.Tech students with strong projects. This is a 3-month, full-time role."
"MCA095","Data Scientist","AI Labs","Remote","Full-time","Computer Vision|OpenCV|Python","2","6","33000","2025-08-23","M.Tech","Data Science","Work from Home","AI Labs offers a remote Data Scientist Internship specializing in Computer Vision. You will work on projects related to image analysis. Responsibilities: - Develop computer vision models using Python and OpenCV. - Work on tasks like object detection and image classification. - Annotate and prepare image datasets. Requirements: - Experience with computer vision, OpenCV, and Python. Enrolled in an M.Tech program. This is a 6-month, remote internship."
"MCA096","Data Scientist","Innovatech Solutions","Lucknow","Full-time","Python|Pandas|Scikit-learn","4","3","20000","2025-09-06","B.Tech","Data Science","In-Office","Innovatech Solutions in Lucknow is hiring a Data Scientist Intern. This is an excellent opportunity to apply your machine learning knowledge to real-world problems. Responsibilities: - Analyze data using Python and Pandas. - Build predictive models with Scikit-learn. - Assist the data science team with ongoing projects. Requirements: - Knowledge of Python, Pandas, and Scikit-learn. Pursuing a B.Tech. This is a 3-month, full-time internship."
"MCA097","Data Scientist","Predictive Models","Bangalore","Full-time","NLP|Spacy|Python|SQL","2","6","38000","2025-08-30","M.Tech","Data Science","Hybrid","Predictive Models in Bangalore is seeking a Data Scientist Intern (Hybrid) for our NLP team. Responsibilities: - Work on advanced NLP tasks using libraries like Spacy. - Extract insights from large volumes of text data. - Use Python and SQL for data manipulation. Requirements: - Strong background in NLP, Spacy, Python, and SQL. Enrolled in an M.Tech program. This is a 6-month, full-time role."
"MCA098","Data Scientist","Quantum Systems","Remote","Full-time","Machine Learning|Python","3","3","30000","2025-09-11","B.Tech","Data Science","Work from Home","Quantum Systems has a remote Data Scientist Internship opening. You will work on various machine learning projects across the company. Responsibilities: - Preprocess data and train machine learning models. - Evaluate model accuracy and performance. - Work with Python and its data science libraries. Requirements: - Solid understanding of machine learning concepts and Python. Open to B.Tech students. This is a 3-month, remote internship."
"MCA099","Data Scientist","AI Labs","Delhi","Full-time","TensorFlow|Keras|Python","2","6","36000","2025-08-21","M.Tech","Data Science","In-Office","AI Labs in Delhi is looking for a Data Scientist Intern to work on deep learning models. Responsibilities: - Build and train neural networks using TensorFlow and Keras. - Work on deep learning applications. - Stay up-to-date with the latest research. Requirements: - Experience with TensorFlow, Keras, and Python. Pursuing an M.Tech. This is a 6-month, full-time internship."
"MCA100","Data Scientist","DataWeave Inc","Pune","Full-time","Scikit-learn|Pandas|SQL","2","3","34000","2025-09-02","B.Tech","Data Science","In-Office","DataWeave Inc in Pune is hiring a Data Scientist Intern. You will apply machine learning to solve business problems. Responsibilities: - Use Scikit-learn and Pandas for data analysis and modeling. - Extract data from databases using SQL. - Communicate your findings effectively. Requirements: - Proficiency in Scikit-learn, Pandas, and SQL. Open to B.Tech students. This is a 3-month, full-time role."
"MCA101","Machine Learning Intern","DeepMind AI","Bangalore","Full-time","Python|PyTorch|Deep Learning","2","6","32000","2025-09-05","M.Tech","Data Science","Hybrid","Join DeepMind AI in Bangalore as a Machine Learning Intern (Hybrid). You'll work on deep learning research and applications. Responsibilities: - Implement and train deep learning models using PyTorch. - Read and understand research papers. - Contribute to our ML codebase. Requirements: - Strong experience with Python, PyTorch, and deep learning concepts. Pursuing an M.Tech. This is a 6-month, full-time role."
"MCA102","Machine Learning Intern","NeuralNets Inc","Remote","Full-time","TensorFlow|Keras|Computer Vision","3","6","30000","2025-08-28","M.Tech","Data Science","Work from Home","NeuralNets Inc has a remote Machine Learning Internship focused on computer vision. Responsibilities: - Build computer vision models with TensorFlow and Keras. - Work with image data and preprocessing pipelines. - Experiment with different model architectures. Requirements: - Knowledge of TensorFlow, Keras, and computer vision. Enrolled in an M.Tech program. This is a 6-month, remote internship."
"MCA103","Machine Learning Intern","AI Labs","Pune","Full-time","Scikit-learn|Pandas|NLP","2","3","31000","2025-09-10","B.Tech","Data Science","In-Office","AI Labs in Pune is looking for a Machine Learning Intern to work on NLP projects. Responsibilities: - Apply machine learning techniques to text data using Scikit-learn. - Preprocess text using Pandas and other libraries. - Work on tasks like text classification. Requirements: - Experience with Scikit-learn, Pandas, and basic NLP. Open to B.Tech students. This is a 3-month, full-time role."
"MCA104","Machine Learning Intern","Quantum Systems","Hyderabad","Full-time","Python|Machine Learning|Algorithms","2","6","34000","2025-09-01","M.Tech","Data Science","In-Office","Quantum Systems in Hyderabad is hiring a Machine Learning Intern. This role focuses on the core algorithms behind machine learning. Responsibilities: - Implement and analyze ML algorithms from scratch. - Understand the trade-offs of different models. - Work with Python and its scientific computing libraries. Requirements: - Strong understanding of ML algorithms and data structures. Pursuing an M.Tech. This is a 6-month, full-time internship."
"MCA105","Machine Learning Intern","Predictive Models","Remote","Full-time","PyTorch|NLP|Transformers","2","6","33000","2025-08-25","M.Tech","Data Science","Work from Home","Predictive Models offers a remote Machine Learning Internship specializing in advanced NLP. You will work with state-of-the-art transformer models. Responsibilities: - Fine-tune and implement transformer models (like BERT) using PyTorch. - Work on complex NLP tasks. - Stay updated with the latest NLP research. Requirements: - Experience with PyTorch, NLP, and transformer architectures. Enrolled in an M.Tech program. This is a 6-month, remote internship."
"MCA106","Machine Learning Intern","Innovatech Solutions","Lucknow","Full-time","Python|Scikit-learn","4","3","22000","2025-09-07","B.Tech","Data Science","In-Office","Innovatech Solutions in Lucknow is seeking a Machine Learning Intern. You will get practical experience in building and deploying ML models. Responsibilities: - Use Python and Scikit-learn for machine learning tasks. - Assist in data collection and preprocessing. - Evaluate and interpret model results. Requirements: - Good knowledge of Python and Scikit-learn. Pursuing a B.Tech. This is a 3-month, full-time internship."
"MCA107","Machine Learning Intern","DeepMind AI","Bangalore","Full-time","TensorFlow|Reinforcement Learning","1","6","38000","2025-08-30","M.Tech","Data Science","In-Office","DeepMind AI in Bangalore has a prestigious Machine Learning Internship in Reinforcement Learning (RL). Responsibilities: - Research and implement RL algorithms using TensorFlow. - Design and run experiments in simulated environments. - Collaborate with top researchers in the field. Requirements: - Strong background in Reinforcement Learning and TensorFlow. Pursuing an M.Tech or PhD. This is a 6-month, full-time role."
"MCA108","Machine Learning Intern","NeuralNets Inc","Remote","Part-time","Python|Data Analysis","3","6","25000","2025-09-11","B.Tech","Data Science","Work from Home","NeuralNets Inc offers a remote, part-time Machine Learning Internship. This role is a good entry point into the field, focusing on data analysis for ML. Responsibilities: - Analyze datasets to prepare them for machine learning. - Use Python for data cleaning and feature engineering. - Support the ML team with data-related tasks. Requirements: - Strong Python and data analysis skills. Enrolled in a B.Tech program. This is a 6-month, part-time internship."
"MCA109","Machine Learning Intern","AI Labs","Delhi","Full-time","PyTorch|Computer Vision","2","3","32000","2025-08-22","M.Tech","Data Science","In-Office","AI Labs in Delhi is looking for a Machine Learning Intern to join their computer vision team. Responsibilities: - Develop and test computer vision models using PyTorch. - Work with large image and video datasets. - Implement recent research papers. Requirements: - Experience with PyTorch and computer vision. Pursuing an M.Tech. This is a 3-month, full-time internship."
"MCA110","Machine Learning Intern","Quantum Systems","Remote","Full-time","Scikit-learn|SQL|Python","3","6","28000","2025-09-09","B.Tech","Data Science","Work from Home","Quantum Systems has a remote Machine Learning Internship opening. You will work on practical ML problems that require both modeling and data skills. Responsibilities: - Build models using Scikit-learn and Python. - Extract and manipulate data using SQL. - Deploy models as simple APIs. Requirements: - Proficiency in Scikit-learn, SQL, and Python. Open to B.Tech students. This is a 6-month, remote internship."
"MCA111","Business Intelligence Intern","Insightful Data","Bangalore","Full-time","Tableau|SQL|Excel","3","6","22000","2025-09-06","Any Graduate","Data Science","Hybrid","Insightful Data in Bangalore is seeking a Business Intelligence (BI) Intern (Hybrid). You will help create dashboards and reports that drive business strategy. Responsibilities: - Develop interactive dashboards in Tableau. - Write SQL queries to support your analysis. - Create reports and present findings using Excel and PowerPoint. Requirements: - Strong skills in Tableau, SQL, and Excel. Open to any graduate. This is a 6-month, full-time internship."
"MCA112","Business Intelligence Intern","DataSphere Analytics","Remote","Full-time","Power BI|DAX|SQL","2","3","20000","2025-08-29","Any Graduate","Data Science","Work from Home","DataSphere Analytics has a remote BI Internship. You will work with the Microsoft BI stack to empower data-driven decisions. Responsibilities: - Create reports and dashboards using Power BI. - Write DAX queries for complex calculations. - Extract and transform data using SQL. Requirements: - Experience with Power BI, DAX, and SQL. Open to any graduate. This is a 3-month, remote role."
"MCA113","Business Intelligence Intern","Quantum Systems","Pune","Full-time","Qlik Sense|SQL","2","6","24000","2025-09-02","Any Graduate","Data Science","In-Office","Quantum Systems in Pune is hiring a BI Intern. You will learn to use Qlik Sense to develop powerful data visualizations and analytics applications. Responsibilities: - Design and build BI applications using Qlik Sense. - Write efficient SQL scripts for data loading. - Work with business users to gather requirements. Requirements: - Interest in BI and data visualization. Knowledge of Qlik Sense and SQL is a plus. Open to any graduate. This is a 6-month, full-time internship."
"MCA114","Business Intelligence Intern","LogicLoop","Lucknow","Full-time","Excel|Power BI","4","3","14000","2025-08-26","Any Graduate","Data Science","In-Office","LogicLoop in Lucknow is looking for a BI Intern. This is an excellent opportunity to learn how data is used in a business context. Responsibilities: - Create reports and perform analysis using advanced Excel functions. - Develop simple dashboards in Power BI. - Support the team with data-related tasks. Requirements: - Proficiency in Excel. Familiarity with Power BI is a bonus. Open to any graduate. This is a 3-month, full-time internship."
"MCA115","Business Intelligence Intern","Insightful Data","Remote","Full-time","Tableau|Data Warehousing","2","6","21000","2025-09-11","Any Graduate","Data Science","Work from Home","Insightful Data offers a remote BI Internship. You will work on creating visualizations from our data warehouse. Responsibilities: - Connect Tableau to data warehouses and other sources. - Build dashboards that provide key business insights. - Understand basic data warehousing concepts. Requirements: - Experience with Tableau. Knowledge of data warehousing is a plus. Open to any graduate. This is a 6-month, remote role."
"MCA116","Business Intelligence Intern","DataWeave Inc","Hyderabad","Full-time","Looker|SQL","2","3","25000","2025-08-21","Any Graduate","Data Science","In-Office","DataWeave Inc in Hyderabad is seeking a BI Intern. You will work with Looker, a modern BI platform. Responsibilities: - Develop and maintain dashboards in Looker. - Write and optimize SQL queries. - Help define and track key performance indicators (KPIs). Requirements: - Strong SQL skills. Experience with a BI tool like Looker is preferred. Open to any graduate. This is a 3-month, full-time internship."
"MCA117","Business Intelligence Intern","DataSphere Analytics","Bangalore","Full-time","Power BI|SQL|Excel","3","6","26000","2025-09-04","Any Graduate","Data Science","Hybrid","DataSphere Analytics in Bangalore is looking for a BI Intern (Hybrid). You will be a key part of our analytics team. Responsibilities: - Use Power BI, SQL, and Excel to analyze data and create reports. - Automate reporting processes. - Communicate insights to business stakeholders. Requirements: - Proficiency in Power BI, SQL, and Excel. Open to any graduate. This is a 6-month, full-time role."
"MCA118","Business Intelligence Intern","Quantum Systems","Remote","Full-time","Tableau|SQL","2","3","22000","2025-08-27","Any Graduate","Data Science","Work from Home","Quantum Systems has a remote BI Internship. You will help stakeholders across the company visualize and understand their data. Responsibilities: - Create and maintain Tableau dashboards. - Write SQL queries to get the right data. - Ensure data accuracy and consistency in reports. Requirements: - Strong skills in Tableau and SQL. Open to any graduate. This is a 3-month, remote internship."
"MCA119","Business Intelligence Intern","LogicLoop","Lucknow","Part-time","Excel|Data Entry","5","2","10000","2025-09-09","Any Graduate","Data Science","In-Office","LogicLoop in Lucknow has a part-time BI Internship. This entry-level role focuses on data entry and basic reporting. Responsibilities: - Perform data entry tasks with high accuracy. - Create simple reports and charts in Excel. - Support the data team as needed. Requirements: - Good attention to detail and proficiency in Excel. Open to any graduate. This is a 2-month, part-time role."
